Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID,cleaned_text,tokens,compound,positive,neutral,negative,sentiment_label
щин ронет хетрич,@ShawnHetrick,2025-04-26T23:10:13.000Z,False,what were you saying before i got all distracted. something accounting?,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1618974335/28410_10100232091673300_7945823_61302715_335869_n_bigger.jpg,https://x.com/ShawnHetrick/status/1916268609510203551,tweet_id:1916268609510203551,what were you saying before i got all distracted. something accounting?,"['saying', 'got', 'distracted', 'something', 'accounting']",-0.34,0.0,0.789,0.211,negative
"Pian Toel ⦿ (Ø,G)",@piantoel_,2025-04-26T23:10:12.000Z,True,This is a signal that something big is about to happen for $DOG (Bitcoin).,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1739502505204281344/J5fIVl_U_bigger.jpg,https://x.com/piantoel_/status/1916268605249098193,tweet_id:1916268605249098193,This is a signal that something big is about to happen for $DOG (Bitcoin).,"['signal', 'something', 'big', 'happen', 'dog', 'bitcoin']",0.0,0.0,1.0,0.0,neutral
Sơn Điếu Cày,@NS676869,2025-04-26T23:10:12.000Z,True, THƯỢNG NGHỊ SĨ LUMMIS GỢI Ý MỸ CÓ THỂ BẮT ĐẦU MUA 1 TRIỆU #BITCOIN MÀ KHÔNG THÔNG QUA DỰ LUẬT ,0,0,0,5,['#BITCOIN'],[],"['\\U0001f1fa\\U0001f1f8', '\\U0001f440']",https://pbs.twimg.com/profile_images/1903958332714680320/qCRVy6hY_bigger.jpg,https://x.com/NS676869/status/1916268604787654980,tweet_id:1916268604787654980, THƯỢNG NGHỊ SĨ LUMMIS GỢI Ý MỸ CÓ THỂ BẮT ĐẦU MUA 1 TRIỆU #BITCOIN MÀ KHÔNG THÔNG QUA DỰ LUẬT ,"['thượng', 'nghị', 'sĩ', 'lummis', 'gợi', 'ý', 'mỹ', 'có', 'thể', 'bắt', 'đầu', 'mua', '1', 'triệu', 'mà', 'không', 'thông', 'qua', 'dự', 'luật']",0.0,0.0,1.0,0.0,neutral
子承父业 $DOG,@vbd6578,2025-04-26T23:10:12.000Z,False,$DOG (Bitcoin),0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1870984320225361920/Xj_cyB3P_bigger.jpg,https://x.com/vbd6578/status/1916268603445547062,tweet_id:1916268603445547062,$DOG (Bitcoin),"['dog', 'bitcoin']",0.0,0.0,1.0,0.0,neutral
Hypolokos,@hypolokos,2025-04-26T23:10:07.000Z,False,China weighs flight from Treasuries while Bitcoin hunters chase $100K dreams. We hold to reason's rhythm—850% apex collateral anchors our advances. Let others chase shadows; we bind substance to certainty.,0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1904823527892750336/z5GNdOLV_bigger.jpg,https://x.com/hypolokos/status/1916268585099444585,tweet_id:1916268585099444585,China weighs flight from Treasuries while Bitcoin hunters chase $100K dreams. We hold to reason's rhythm—850% apex collateral anchors our advances. Let others chase shadows; we bind substance to certainty.,"['china', 'weighs', 'flight', 'treasury', 'bitcoin', 'hunter', 'chase', '100k', 'dream', 'hold', 'reason', 'rhythm850', 'apex', 'collateral', 'anchor', 'advance', 'let', 'others', 'chase', 'shadow', 'bind', 'substance', 'certainty']",0.6808,0.196,0.804,0.0,positive
₿itcoin Xoe,@Bitcoin_Xoe,2025-04-26T23:10:00.000Z,False,#Ghana's central bank announces moves to regulate #Bitcoin/cryptocurrency,0,0,0,16,"['#Ghana', '#Bitcoin']",[],[],https://pbs.twimg.com/profile_images/1478227198427418629/AZXwLzMc_bigger.jpg,https://x.com/Bitcoin_Xoe/status/1916268553486913675,tweet_id:1916268553486913675,#Ghana's central bank announces moves to regulate #Bitcoin/cryptocurrency,"['central', 'bank', 'announces', 'move', 'regulate', 'cryptocurrency']",0.0,0.0,1.0,0.0,neutral
soom,@cnsoom,2025-04-26T23:09:56.000Z,True,"The First pumpfun EVER 

found on the bitcoin forums in 2017.

wont be this low for long. 

8CZtx6PCAtdemEJvp48ify2fkZLWeyLEXAkQuqMHpump",0,0,0,35,[],[],[],https://pbs.twimg.com/profile_images/1915567478870335491/ZDcD6fVd_bigger.jpg,https://x.com/cnsoom/status/1916268539251720371,tweet_id:1916268539251720371,"The First pumpfun EVER 

found on the bitcoin forums in 2017.

wont be this low for long. 

8CZtx6PCAtdemEJvp48ify2fkZLWeyLEXAkQuqMHpump","['first', 'pumpfun', 'ever', 'found', 'bitcoin', 'forum', '2017', 'wont', 'low', 'long', '8cztx6pcatdemejvp48ify2fkzlweylexakquqmhpump']",-0.3346,0.0,0.877,0.123,negative
Michael Ronaldo,@EhieyemRonaldo,2025-04-26T23:09:52.000Z,False,Bitcoin  is power to the people and for the people,0,0,0,9,[],[],[],https://pbs.twimg.com/profile_images/1875495312342622208/nZZjznu-_bigger.jpg,https://x.com/EhieyemRonaldo/status/1916268522507796733,tweet_id:1916268522507796733,Bitcoin  is power to the people and for the people,"['bitcoin', 'power', 'people', 'people']",0.0,0.0,1.0,0.0,neutral
Yugocana,@0to1bitcoin,2025-04-26T23:09:52.000Z,True,Their whole country is based around that.,0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1692640878068629505/sDuFl1Vw_bigger.jpg,https://x.com/0to1bitcoin/status/1916268519160766756,tweet_id:1916268519160766756,Their whole country is based around that.,"['whole', 'country', 'based', 'around']",0.0,0.0,1.0,0.0,neutral
BitcoinIsMySafeWord,@bitcoinOrBTC,2025-04-26T23:09:50.000Z,False,Btc,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1518658654744027136/b0_NPSMd_bigger.jpg,https://x.com/bitcoinOrBTC/status/1916268513280364912,tweet_id:1916268513280364912,Btc,['btc'],0.0,0.0,1.0,0.0,neutral
Daughter of God,@Isabella_kele,2025-04-26T23:09:47.000Z,False,This shows that the demand for Bitcoin continues to grow,0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1909351222303248384/4bNhnX0D_bigger.jpg,https://x.com/Isabella_kele/status/1916268498340172260,tweet_id:1916268498340172260,This shows that the demand for Bitcoin continues to grow,"['show', 'demand', 'bitcoin', 'continues', 'grow']",-0.128,0.0,0.857,0.143,negative
Oil Tycoon,@12376238644d,2025-04-26T23:09:46.000Z,False,"silver is the exception to the rule, silver is the new Bitcoin",0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1505691194944327683/1RpLiEs1_bigger.jpg,https://x.com/12376238644d/status/1916268494481485888,tweet_id:1916268494481485888,"silver is the exception to the rule, silver is the new Bitcoin","['silver', 'exception', 'rule', 'silver', 'new', 'bitcoin']",0.0,0.0,1.0,0.0,neutral
ضِيَاءٌ,@00plottttwisttt,2025-04-26T23:09:44.000Z,False,one simple bitcoin,0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1904698306489462784/ombYb6MP_bigger.jpg,https://x.com/00plottttwisttt/status/1916268488873611737,tweet_id:1916268488873611737,one simple bitcoin,"['one', 'simple', 'bitcoin']",0.0,0.0,1.0,0.0,neutral
Hilma Negumbo,@Jessica82348015,2025-04-26T23:09:41.000Z,False,This means that Bitcoin is over bought which is bullish,0,0,0,11,[],[],[],https://pbs.twimg.com/profile_images/1902390435353604096/jvBOjBOQ_bigger.png,https://x.com/Jessica82348015/status/1916268475254788459,tweet_id:1916268475254788459,This means that Bitcoin is over bought which is bullish,"['mean', 'bitcoin', 'bought', 'bullish']",0.0,0.0,1.0,0.0,neutral
susu qiu ⌘,@susususiku,2025-04-26T23:09:35.000Z,False,lombard is enjoying bitcoin in a different way ,0,0,0,13,[],['@Lombard_Finance'],[],https://pbs.twimg.com/profile_images/1687750793817214976/TTwuqVXq_bigger.jpg,https://x.com/susususiku/status/1916268450961670577,tweet_id:1916268450961670577,lombard is enjoying bitcoin in a different way ,"['lombard', 'enjoying', 'bitcoin', 'different', 'way']",0.5267,0.362,0.638,0.0,positive
"MEGA(follow me, follow back)",@FortuneLand001,2025-04-26T23:09:35.000Z,False,听起来很赞！不过我还是更喜欢吃饭，毕竟也得有能量骑车和跑步嘛！,0,0,0,15,[],[],[],https://pbs.twimg.com/profile_images/1889010853183107073/WW2y5Hnv_bigger.jpg,https://x.com/FortuneLand001/status/1916268450579677197,tweet_id:1916268450579677197,听起来很赞！不过我还是更喜欢吃饭，毕竟也得有能量骑车和跑步嘛！,['听起来很赞不过我还是更喜欢吃饭毕竟也得有能量骑车和跑步嘛'],0.0,0.0,1.0,0.0,neutral
Bitcoin Traveler,@BitcoinTravler,2025-04-26T23:09:35.000Z,False,Saturday cheers all here..,0,0,0,11,[],[],['\\U0001f379'],https://pbs.twimg.com/profile_images/1601112676544806912/NoTg1sED_bigger.jpg,https://x.com/BitcoinTravler/status/1916268448172413302,tweet_id:1916268448172413302,Saturday cheers all here..,"['saturday', 'cheer']",0.4767,0.508,0.492,0.0,positive
DevDev,@datdude5555,2025-04-26T23:09:33.000Z,False,Bitcoin is the way,0,0,0,13,[],[],[],https://pbs.twimg.com/profile_images/1741638955945304064/10iXyLnF_bigger.jpg,https://x.com/datdude5555/status/1916268440580723078,tweet_id:1916268440580723078,Bitcoin is the way,"['bitcoin', 'way']",0.0,0.0,1.0,0.0,neutral
₿ Raider,@BitcoinRaider,2025-04-26T23:09:32.000Z,True,"here, baby girl!!",0,0,0,52,[],[],[],https://pbs.twimg.com/profile_images/1915970581943427072/HKHWz0Si_bigger.jpg,https://x.com/BitcoinRaider/status/1916268435815993733,tweet_id:1916268435815993733,"here, baby girl!!","['baby', 'girl']",0.0,0.0,1.0,0.0,neutral
No,@iixx401,2025-04-26T23:09:31.000Z,False,ححلو تفاعل جيد مع المنطقه #btc#Bitcoin,0,0,0,38,"['#btc', '#Bitcoin']",[],"['\\U0001f44d\\U0001f3fb', '\\U0001f44d\\U0001f3fb']",https://pbs.twimg.com/profile_images/1788258741168517120/xA2IOXaK_bigger.jpg,https://x.com/iixx401/status/1916268433064317184,tweet_id:1916268433064317184,ححلو تفاعل جيد مع المنطقه #btc#Bitcoin,"['ححلو', 'تفاعل', 'جيد', 'مع', 'المنطقه']",0.0,0.0,1.0,0.0,neutral
HODL15Capital,@HODL15Capital,2025-04-26T23:09:28.000Z,True,"U.S.  Bitcoin ETFs hold 1,147,974 Bitcoin worth $110 Billion ",0,0,0,290,[],[],"['\\U0001f1fa\\U0001f1f8', '\\U0001f447']",https://pbs.twimg.com/profile_images/1864991875876196352/SB4AJc_a_bigger.jpg,https://x.com/HODL15Capital/status/1916268418069577805,tweet_id:1916268418069577805,"U.S.  Bitcoin ETFs hold 1,147,974 Bitcoin worth $110 Billion ","['u', 'bitcoin', 'etf', 'hold', '1147974', 'bitcoin', 'worth', '110', 'billion']",0.2263,0.192,0.808,0.0,positive
Art Edwards,@EdwardsRip29,2025-04-26T23:09:27.000Z,True,Did she bring her Bitcoin?,0,0,0,20,[],[],[],https://pbs.twimg.com/profile_images/1914370672584957952/KX_wuSSb_bigger.jpg,https://x.com/EdwardsRip29/status/1916268414034915435,tweet_id:1916268414034915435,Did she bring her Bitcoin?,"['bring', 'bitcoin']",0.0,0.0,1.0,0.0,neutral
jekram,@jekram,2025-04-26T23:09:23.000Z,False,$BitCoin in upward trend - Not a investment advice,0,0,0,13,[],[],[],https://pbs.twimg.com/profile_images/1692494525/jawaid_ekram_1_bigger.jpg,https://x.com/jekram/status/1916268398201262325,tweet_id:1916268398201262325,$BitCoin in upward trend - Not a investment advice,"['bitcoin', 'upward', 'trend', 'investment', 'advice']",0.0,0.0,1.0,0.0,neutral
ralwart,@ralwart1,2025-04-26T23:09:21.000Z,False,Bitcoin will inevitably fail so Eth will fill in the market even without further improvments. If it however stays deflationary for a long period of time due to fee revenue from L2s it might take Bitcoins place without Bitcoin having failed yet.,0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1880337128933957632/LBPxYORJ_bigger.jpg,https://x.com/ralwart1/status/1916268389971960175,tweet_id:1916268389971960175,Bitcoin will inevitably fail so Eth will fill in the market even without further improvments. If it however stays deflationary for a long period of time due to fee revenue from L2s it might take Bitcoins place without Bitcoin having failed yet.,"['bitcoin', 'inevitably', 'fail', 'eth', 'fill', 'market', 'even', 'without', 'improvments', 'however', 'stay', 'deflationary', 'long', 'period', 'time', 'due', 'fee', 'revenue', 'l2s', 'might', 'take', 'bitcoins', 'place', 'without', 'bitcoin', 'failed', 'yet']",-0.2018,0.06,0.863,0.077,negative
soom,@cnsoom,2025-04-26T23:09:20.000Z,True,"The First pumpfun EVER 

found on the bitcoin forums in 2017.

wont be this low for long. 

8CZtx6PCAtdemEJvp48ify2fkZLWeyLEXAkQuqMHpump",0,0,0,22,[],[],[],https://pbs.twimg.com/profile_images/1915567478870335491/ZDcD6fVd_bigger.jpg,https://x.com/cnsoom/status/1916268384288968980,tweet_id:1916268384288968980,"The First pumpfun EVER 

found on the bitcoin forums in 2017.

wont be this low for long. 

8CZtx6PCAtdemEJvp48ify2fkZLWeyLEXAkQuqMHpump","['first', 'pumpfun', 'ever', 'found', 'bitcoin', 'forum', '2017', 'wont', 'low', 'long', '8cztx6pcatdemejvp48ify2fkzlweylexakquqmhpump']",-0.3346,0.0,0.877,0.123,negative
kaboellie,@KratjePower,2025-04-26T23:09:14.000Z,False,#Menecoins  #CryptoMene  #MenePower  #SAFEMOONFAMILY #SAFEMOONARMY #Bitcoin #Solana #crypto #CryptoMarket #Trump #elon,0,0,0,15,"['#Menecoins', '#CryptoMene', '#MenePower', '#SAFEMOONFAMILY', '#SAFEMOONARMY', '#Bitcoin', '#Solana', '#crypto', '#CryptoMarket', '#Trump', '#elon']",[],[],https://pbs.twimg.com/profile_images/1882382076462170112/AKyhWd5-_bigger.jpg,https://x.com/KratjePower/status/1916268359793987959,tweet_id:1916268359793987959,#Menecoins  #CryptoMene  #MenePower  #SAFEMOONFAMILY #SAFEMOONARMY #Bitcoin #Solana #crypto #CryptoMarket #Trump #elon,[],0.0,0.0,1.0,0.0,neutral
Matt Van Wie,@mvanwie305,2025-04-26T23:09:10.000Z,True,"He has a dog in the right, but he also keeps buying #Bitcoin ",0,0,0,12,['#Bitcoin'],[],['\\U0001f9e1'],https://pbs.twimg.com/profile_images/1873029826069581824/rRT_t_y4_bigger.jpg,https://x.com/mvanwie305/status/1916268344392441917,tweet_id:1916268344392441917,"He has a dog in the right, but he also keeps buying #Bitcoin ","['dog', 'right', 'also', 'keep', 'buying']",0.0,0.0,1.0,0.0,neutral
₿itPulse,@BitPulse_X,2025-04-26T23:09:10.000Z,True," BTC FLASH UPDATE
━━━━━━━━━━━━━━━━━━━━━━
BREAKING: 's FIRST PODCAST A HIT

Deep dive into El Salvador's Bitcoin journey impresses. Shoutout at 1:22 highlights global BTC impact.
— powered by ₿itPulse",0,0,0,11,[],['@BTC_Archive'],['\\U0001f525'],https://pbs.twimg.com/profile_images/1916162357664837632/g3AMOI4F_bigger.jpg,https://x.com/BitPulse_X/status/1916268344325328998,tweet_id:1916268344325328998," BTC FLASH UPDATE
━━━━━━━━━━━━━━━━━━━━━━
BREAKING: 's FIRST PODCAST A HIT

Deep dive into El Salvador's Bitcoin journey impresses. Shoutout at 1:22 highlights global BTC impact.
— powered by ₿itPulse","['btc', 'flash', 'update', 'breaking', 'first', 'podcast', 'hit', 'deep', 'dive', 'el', 'salvador', 'bitcoin', 'journey', 'impress', 'shoutout', '122', 'highlight', 'global', 'btc', 'impact', 'powered', 'itpulse']",0.4767,0.107,0.893,0.0,positive
steph,@stephgjon,2025-04-26T23:09:10.000Z,False,"NEW: Semler Scientific acquires 111 #Bitcoin for $10 million, bringing their total holdings to 3,303 BTC. ",0,0,0,12,['#Bitcoin'],[],['\\U0001f4aa'],https://pbs.twimg.com/profile_images/1635803885796302850/Q_2_PgcV_bigger.jpg,https://x.com/stephgjon/status/1916268342429814943,tweet_id:1916268342429814943,"NEW: Semler Scientific acquires 111 #Bitcoin for $10 million, bringing their total holdings to 3,303 BTC. ","['new', 'semler', 'scientific', 'acquires', '111', '10', 'million', 'bringing', 'total', 'holding', '3303', 'btc']",0.0,0.0,1.0,0.0,neutral
Alfredo Moreno,@AlfredoMorenoSS,2025-04-26T23:09:09.000Z,False,"You clown,

There are stable coins you can peg to BSV/Bitcoin. All they need is an app like Rockwallet buy a stable coin backed by the US dollar. Bitcoin is not just a pmt sys it's a immutable ledger capable of Smart Contracts

Smart contracts have infinite use cases *peg a stock",0,0,0,18,[],[],[],https://pbs.twimg.com/profile_images/1770646544595013632/FO4dPBe-_bigger.jpg,https://x.com/AlfredoMorenoSS/status/1916268338621387246,tweet_id:1916268338621387246,"You clown,

There are stable coins you can peg to BSV/Bitcoin. All they need is an app like Rockwallet buy a stable coin backed by the US dollar. Bitcoin is not just a pmt sys it's a immutable ledger capable of Smart Contracts

Smart contracts have infinite use cases *peg a stock","['clown', 'stable', 'coin', 'peg', 'bsvbitcoin', 'need', 'app', 'like', 'rockwallet', 'buy', 'stable', 'coin', 'backed', 'u', 'dollar', 'bitcoin', 'pmt', 'sys', 'immutable', 'ledger', 'capable', 'smart', 'contract', 'smart', 'contract', 'infinite', 'use', 'case', 'peg', 'stock']",0.9186,0.281,0.719,0.0,positive
Mattison Thao,@MattisonTh78401,2025-04-26T23:09:04.000Z,False,抄的一手好底,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1710737897840934912/n5FpzDel_bigger.jpg,https://x.com/MattisonTh78401/status/1916268320652988772,tweet_id:1916268320652988772,抄的一手好底,['抄的一手好底'],0.0,0.0,1.0,0.0,neutral
₿ Raider,@BitcoinRaider,2025-04-26T23:09:04.000Z,True,tesla is so 2017.  is future!,0,0,0,33,[],['@slateauto'],[],https://pbs.twimg.com/profile_images/1915970581943427072/HKHWz0Si_bigger.jpg,https://x.com/BitcoinRaider/status/1916268317607592131,tweet_id:1916268317607592131,tesla is so 2017.  is future!,"['tesla', '2017', 'future']",0.0,0.0,1.0,0.0,neutral
Diario฿itcoin,@DiarioBitcoin,2025-04-26T23:09:01.000Z,True,"Charles Hoskinson advierte: ¿Ethereum tiene los días contados?

El fundador de Cardano compara el futuro de Ethereum con el declive de BlackBerry y MySpace.

Critica graves fallos de diseño y falta de gobernanza.

ETH ha caído más de 40% frente a BTC en 2025.

¿Estamos ante",0,0,0,148,[],[],"['\\u26a1\\ufe0f', '\\U0001f4a5']",https://pbs.twimg.com/profile_images/1369479690591694850/nopaOKll_bigger.jpg,https://x.com/DiarioBitcoin/status/1916268307533148224,tweet_id:1916268307533148224,"Charles Hoskinson advierte: ¿Ethereum tiene los días contados?

El fundador de Cardano compara el futuro de Ethereum con el declive de BlackBerry y MySpace.

Critica graves fallos de diseño y falta de gobernanza.

ETH ha caído más de 40% frente a BTC en 2025.

¿Estamos ante","['charles', 'hoskinson', 'advierte', 'ethereum', 'tiene', 'los', 'días', 'contados', 'el', 'fundador', 'de', 'cardano', 'compara', 'el', 'futuro', 'de', 'ethereum', 'con', 'el', 'declive', 'de', 'blackberry', 'myspace', 'critica', 'graf', 'fallos', 'de', 'diseño', 'falta', 'de', 'gobernanza', 'eth', 'ha', 'caído', 'más', 'de', '40', 'frente', 'btc', 'en', '2025', 'estamos', 'ante']",0.0516,0.053,0.899,0.048,positive
My Bitcoin Cousin,@MyBitcoinCousin,2025-04-26T23:08:59.000Z,True,"I like this, very important.",0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1885009833012686848/FthtqGM4_bigger.jpg,https://x.com/MyBitcoinCousin/status/1916268298158620760,tweet_id:1916268298158620760,"I like this, very important.","['like', 'important']",0.5563,0.697,0.303,0.0,positive
HODLPulse,@XCoinPulse,2025-04-26T23:08:59.000Z,True,"Always a chance it never goes through though, never know with these SPACs As of this moment, $CEP is a shell company that holds 0 bitcoin",0,0,0,12,[],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1784599807987691520/T9Vto75A_bigger.jpg,https://x.com/XCoinPulse/status/1916268297730904186,tweet_id:1916268297730904186,"Always a chance it never goes through though, never know with these SPACs As of this moment, $CEP is a shell company that holds 0 bitcoin","['always', 'chance', 'never', 'go', 'though', 'never', 'know', 'spacs', 'moment', 'cep', 'shell', 'company', 'hold', '0', 'bitcoin']",0.25,0.083,0.917,0.0,positive
Dovni Baam,@DovniBaam,2025-04-26T23:08:57.000Z,False,"Porque la mayoría no piensa.

No ven libertad, ven pasta rápida.

No entienden que Bitcoin no es para hacerte rico, es para que no te sigan follando el Estado y los bancos.

Pero claro, pensar duele más que tradear mierdas en Binance.",0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1915519050735566848/WwhJ316s_bigger.jpg,https://x.com/DovniBaam/status/1916268290470776835,tweet_id:1916268290470776835,"Porque la mayoría no piensa.

No ven libertad, ven pasta rápida.

No entienden que Bitcoin no es para hacerte rico, es para que no te sigan follando el Estado y los bancos.

Pero claro, pensar duele más que tradear mierdas en Binance.","['porque', 'la', 'mayoría', 'piensa', 'ven', 'libertad', 'ven', 'pasta', 'rápida', 'entienden', 'que', 'bitcoin', 'e', 'para', 'hacerte', 'rico', 'e', 'para', 'que', 'te', 'sigan', 'follando', 'el', 'estado', 'los', 'bancos', 'pero', 'claro', 'pensar', 'duele', 'más', 'que', 'tradear', 'mierdas', 'en', 'binance']",-0.8402,0.0,0.766,0.234,negative
iJx01 Joel Page BQQM,@iJx01Q,2025-04-26T23:08:57.000Z,False,"#X22Report 
Sat, Apr 26, 2025

Ep. 3628a - Trump Sets The Stage To Drill, Banking Sector Will Open Up To Make Bitcoin Mainstreamhttps://rumble.com/v6sm7df-ep.-3628a-trump-sets-the-stage-to-drill-banking-sector-will-open-up-to-make.html…Ep. 3628b - When Does A Bird Sing,Judge Arrested,Nobody Is Above The Law,Future Direction Confirmed",0,0,0,9,['#X22Report'],[],[],https://pbs.twimg.com/profile_images/1860662240585908224/WK9GDEms_bigger.jpg,https://x.com/iJx01Q/status/1916268289724223563,tweet_id:1916268289724223563,"#X22Report 
Sat, Apr 26, 2025

Ep. 3628a - Trump Sets The Stage To Drill, Banking Sector Will Open Up To Make Bitcoin Mainstreamhttps://rumble.com/v6sm7df-ep.-3628a-trump-sets-the-stage-to-drill-banking-sector-will-open-up-to-make.html…Ep. 3628b - When Does A Bird Sing,Judge Arrested,Nobody Is Above The Law,Future Direction Confirmed","['sat', 'apr', '26', '2025', 'ep', '3628a', 'trump', 'set', 'stage', 'drill', 'banking', 'sector', 'open', 'make', 'bitcoin', 'mainstream', '3628b', 'bird', 'singjudge', 'arrestednobody', 'lawfuture', 'direction', 'confirmed']",0.0,0.0,1.0,0.0,neutral
CRYPTOSLO,@BitcoinSLO,2025-04-26T23:08:56.000Z,True,"Thanks, got one of those clear ice makers from Amazon! Works great. Good ice is key",0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1892940526191628288/h2wZSjy6_bigger.jpg,https://x.com/BitcoinSLO/status/1916268286779494618,tweet_id:1916268286779494618,"Thanks, got one of those clear ice makers from Amazon! Works great. Good ice is key","['thanks', 'got', 'one', 'clear', 'ice', 'maker', 'amazon', 'work', 'great', 'good', 'ice', 'key']",0.9259,0.568,0.432,0.0,positive
building,@Remorehomebuild,2025-04-26T23:08:54.000Z,False,"I am convinced that this will be the biggest AI rune on bitcoinMarx fren mnoke
OG founder  
AI runes and terminal (real utility case, not just another memecoin)
Created on http://MARXAI.IO the $DOG AI agent ",0,0,0,9,[],"['@0xJerry543', '@DOGarmyintern']",[],https://pbs.twimg.com/profile_images/1893668944524742656/Jh_fyoMm_bigger.jpg,https://x.com/Remorehomebuild/status/1916268276339953904,tweet_id:1916268276339953904,"I am convinced that this will be the biggest AI rune on bitcoinMarx fren mnoke
OG founder  
AI runes and terminal (real utility case, not just another memecoin)
Created on http://MARXAI.IO the $DOG AI agent ","['convinced', 'biggest', 'ai', 'rune', 'bitcoinmarx', 'fren', 'mnoke', 'og', 'founder', 'ai', 'rune', 'terminal', 'real', 'utility', 'case', 'another', 'memecoin', 'created', 'dog', 'ai', 'agent']",0.5719,0.128,0.872,0.0,positive
The ₿itcoin Ape ₿,@TheApeBitcoiner,2025-04-26T23:08:53.000Z,True,Bitcoin is digital money and a ledger for the src20 bitcoin tokens $stamp $kevin and Bitcoin stamps Art.,0,0,0,17,[],[],[],https://pbs.twimg.com/profile_images/1880241807746801664/5cUFNFGV_bigger.jpg,https://x.com/TheApeBitcoiner/status/1916268271680028682,tweet_id:1916268271680028682,Bitcoin is digital money and a ledger for the src20 bitcoin tokens $stamp $kevin and Bitcoin stamps Art.,"['bitcoin', 'digital', 'money', 'ledger', 'src20', 'bitcoin', 'token', 'stamp', 'kevin', 'bitcoin', 'stamp', 'art']",0.0,0.0,1.0,0.0,neutral
RabBit_Coin,@ksc3641,2025-04-26T23:08:52.000Z,False,"저 보수적인 사람이고 그 누구보다 돈 좋아합니다.
그런데 저는 저 스스로를 너무 잘 알고 생각이 많은 편이어서 나 같은 사람이 정치하는 것 보다 나와 반대 성향인 진보가 정치하는 것이 맞다고 오래전 부터 생각했었죠. 내가 보수라고 나랑 이념이 똑같은 보수를 지지해야 한다는 건 무식한",0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1906889076189650944/S245EUjT_bigger.jpg,https://x.com/ksc3641/status/1916268267565682909,tweet_id:1916268267565682909,"저 보수적인 사람이고 그 누구보다 돈 좋아합니다.
그런데 저는 저 스스로를 너무 잘 알고 생각이 많은 편이어서 나 같은 사람이 정치하는 것 보다 나와 반대 성향인 진보가 정치하는 것이 맞다고 오래전 부터 생각했었죠. 내가 보수라고 나랑 이념이 똑같은 보수를 지지해야 한다는 건 무식한","['저', '보수적인', '사람이고', '그', '누구보다', '돈', '좋아합니다', '그런데', '저는', '저', '스스로를', '너무', '잘', '알고', '생각이', '많은', '편이어서', '나', '같은', '사람이', '정치하는', '것', '보다', '나와', '반대', '성향인', '진보가', '정치하는', '것이', '맞다고', '오래전', '부터', '생각했었죠', '내가', '보수라고', '나랑', '이념이', '똑같은', '보수를', '지지해야', '한다는', '건', '무식한']",0.0,0.0,1.0,0.0,neutral
COINTURK NEWS,@Cointurknews,2025-04-26T23:08:50.000Z,True,"Semler Scientific Amplifies Bitcoin Investments, Solidifying Its Position in Digital Assets",0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/1656591827196080130/RgqJNKV-_bigger.jpg,https://x.com/Cointurknews/status/1916268259508187487,tweet_id:1916268259508187487,"Semler Scientific Amplifies Bitcoin Investments, Solidifying Its Position in Digital Assets","['semler', 'scientific', 'amplifies', 'bitcoin', 'investment', 'solidifying', 'position', 'digital', 'asset']",0.1779,0.145,0.855,0.0,positive
soom,@cnsoom,2025-04-26T23:08:48.000Z,True,"The First pumpfun EVER 

found on the bitcoin forums in 2017.

wont be this low for long. 

8CZtx6PCAtdemEJvp48ify2fkZLWeyLEXAkQuqMHpump",0,0,0,18,[],[],[],https://pbs.twimg.com/profile_images/1915567478870335491/ZDcD6fVd_bigger.jpg,https://x.com/cnsoom/status/1916268250524225598,tweet_id:1916268250524225598,"The First pumpfun EVER 

found on the bitcoin forums in 2017.

wont be this low for long. 

8CZtx6PCAtdemEJvp48ify2fkZLWeyLEXAkQuqMHpump","['first', 'pumpfun', 'ever', 'found', 'bitcoin', 'forum', '2017', 'wont', 'low', 'long', '8cztx6pcatdemejvp48ify2fkzlweylexakquqmhpump']",-0.3346,0.0,0.877,0.123,negative
OldFashionedBitcoin,@OldFashBitcoin,2025-04-26T23:08:46.000Z,True,,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1815475125442977792/A9hzMnPI_bigger.jpg,https://x.com/OldFashBitcoin/status/1916268242819289598,tweet_id:1916268242819289598,,['nan'],0.0,0.0,1.0,0.0,neutral
