Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID,cleaned_text,tokens
Bitcoin Construction Worker - B ₿ B,@CameronWall,2025-04-26T23:06:06.000Z,True,I love it wife hates it.,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1605082510873874432/vwoc8s8J_bigger.jpg,https://x.com/CameronWall/status/1916267574444388643,tweet_id:1916267574444388643,i love it wife hates it,"['love', 'wife', 'hates']"
Mr NQDC,@Glen_NQDC,2025-04-26T23:08:42.000Z,True,"“If you told me you own all of the bitcoin in the world and you offered it to me for $25, I wouldn't take it because what would I do with it. I'd have to sell it back to you one way or another. It isn't going to do anything” 

           - Warren Buffett",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1890960983457136643/6r4fGlpy_bigger.jpg,https://x.com/Glen_NQDC/status/1916268226922664173,tweet_id:1916268226922664173,"if you told me you own all of the bitcoin in the world and you offered it to me for  i wouldnt take it because what would i do with it id have to sell it back to you one way or another it isnt going to do anything 

            warren buffett","['told', 'bitcoin', 'world', 'offered', 'wouldnt', 'take', 'would', 'id', 'sell', 'back', 'one', 'way', 'another', 'isnt', 'going', 'anything', 'warren', 'buffett']"
soom,@cnsoom,2025-04-26T23:08:42.000Z,True,"The First pumpfun EVER 

found on the bitcoin forums in 2017.

wont be this low for long. 

8CZtx6PCAtdemEJvp48ify2fkZLWeyLEXAkQuqMHpump",0,0,0,7,[],[],[],https://pbs.twimg.com/profile_images/1915567478870335491/ZDcD6fVd_bigger.jpg,https://x.com/cnsoom/status/1916268225320652835,tweet_id:1916268225320652835,"the first pumpfun ever 

found on the bitcoin forums in 

wont be this low for long 

cztxpcatdemejvpifyfkzlweylexakquqmhpump","['first', 'pumpfun', 'ever', 'found', 'bitcoin', 'forums', 'wont', 'low', 'long', 'cztxpcatdemejvpifyfkzlweylexakquqmhpump']"
COINTURK,@CointurkMedia,2025-04-26T23:11:42.000Z,False,ABD’li Şirket Bitcoin’e Yüklendi! 10 Milyon Dolarlık Yeni Alım,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1912023090608930816/L1qOBg17_bigger.png,https://x.com/CointurkMedia/status/1916268980072837502,tweet_id:1916268980072837502,abdli irket bitcoine yklendi  milyon dolarlk yeni alm,"['abdli', 'irket', 'bitcoine', 'yklendi', 'milyon', 'dolarlk', 'yeni', 'alm']"
Micael,@Micaeloliv94,2025-04-26T23:11:40.000Z,False,$dog é o caminho mais fácil e seguro para vc chegar a ter 1 #bitcoin,0,0,0,0,['#bitcoin'],[],[],https://pbs.twimg.com/profile_images/1777302052948865024/wlQuzb_k_bigger.jpg,https://x.com/Micaeloliv94/status/1916268974695760123,tweet_id:1916268974695760123,dog  o caminho mais fcil e seguro para vc chegar a ter  bitcoin,"['dog', 'caminho', 'mais', 'fcil', 'seguro', 'para', 'vc', 'chegar', 'ter', 'bitcoin']"
Bring back Gary,@garycomebacknow,2025-04-26T23:11:40.000Z,True,Gary looking good here,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1891852185714966528/yRFeKjRE_bigger.jpg,https://x.com/garycomebacknow/status/1916268974586925464,tweet_id:1916268974586925464,gary looking good here,"['gary', 'looking', 'good']"
Iteration,@iterationlaw,2025-04-26T23:11:40.000Z,True,"Love how he put that in perspective, reminds me of when I invested $1000 in Bitcoin and suddenly my savings didn't feel so small anymore!",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1542543438909947911/EqcWuwym_bigger.jpg,https://x.com/iterationlaw/status/1916268974179844387,tweet_id:1916268974179844387,love how he put that in perspective reminds me of when i invested  in bitcoin and suddenly my savings didnt feel so small anymore,"['love', 'put', 'perspective', 'reminds', 'invested', 'bitcoin', 'suddenly', 'savings', 'didnt', 'feel', 'small', 'anymore']"
soom,@cnsoom,2025-04-26T23:11:40.000Z,True,"The First pumpfun EVER 

found on the bitcoin forums in 2017.

wont be this low for long. 

8CZtx6PCAtdemEJvp48ify2fkZLWeyLEXAkQuqMHpump",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1915567478870335491/ZDcD6fVd_bigger.jpg,https://x.com/cnsoom/status/1916268972716229003,tweet_id:1916268972716229003,"the first pumpfun ever 

found on the bitcoin forums in 

wont be this low for long 

cztxpcatdemejvpifyfkzlweylexakquqmhpump","['first', 'pumpfun', 'ever', 'found', 'bitcoin', 'forums', 'wont', 'low', 'long', 'cztxpcatdemejvpifyfkzlweylexakquqmhpump']"
The Bitcoin Hardware Store,@tbhs_sv,2025-04-26T23:11:39.000Z,True,En Vivo: Bitcoin Micro-Clase - Por qué deberías estar usando PSBTs.,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1867295096804089856/LhXMS6GZ_bigger.jpg,https://x.com/tbhs_sv/status/1916268970547495238,tweet_id:1916268970547495238,en vivo bitcoin microclase  por qu deberas estar usando psbts,"['en', 'vivo', 'bitcoin', 'microclase', 'por', 'qu', 'deberas', 'estar', 'usando', 'psbts']"
Regular Cyber Inc,@regular_cyber12,2025-04-26T23:11:37.000Z,False,"If you require assistance recovering from a hack or an account hack involving unauthorized access, #wallet #Hack, #Tiktok, #Instagram, #Facebook, #Bitcoin, #Coinbase. 24/7Availability#WWERaw                #Iglesias #الهلال_الشباب #الاتحاد_الاتفاق #WrestleMania #NFT",0,0,0,0,"['#wallet', '#Hack', '#Tiktok', '#Instagram', '#Facebook', '#Bitcoin', '#Coinbase', '#WWERaw', '#Iglesias', '#الهلال_الشباب', '#الاتحاد_الاتفاق', '#WrestleMania', '#NFT']",[],[],https://pbs.twimg.com/profile_images/1866259639660089344/shviWTqJ_bigger.jpg,https://x.com/regular_cyber12/status/1916268960351224009,tweet_id:1916268960351224009,if you require assistance recovering from a hack or an account hack involving unauthorized access wallet hack tiktok instagram facebook bitcoin coinbase availabilitywweraw                iglesias   wrestlemania nft,"['require', 'assistance', 'recovering', 'hack', 'account', 'hack', 'involving', 'unauthorized', 'access', 'wallet', 'hack', 'tiktok', 'instagram', 'facebook', 'bitcoin', 'coinbase', 'availabilitywweraw', 'iglesias', 'wrestlemania', 'nft']"
Sơn Điếu Cày,@NS676869,2025-04-26T23:11:37.000Z,True,TỶ PHÚ MAX KEISER VỪA NÓI #BITCOIN SẼ ĐẾN 850.000 ĐÔ LA TRONG CHU KỲ NÀY ,0,0,0,0,['#BITCOIN'],[],['\\U0001f440'],https://pbs.twimg.com/profile_images/1903958332714680320/qCRVy6hY_bigger.jpg,https://x.com/NS676869/status/1916268960338653672,tweet_id:1916268960338653672,t ph max keiser va ni bitcoin s n   la trong chu k ny ,"['ph', 'max', 'keiser', 'va', 'ni', 'bitcoin', 'la', 'trong', 'chu', 'ny']"
Bring back Gary,@garycomebacknow,2025-04-26T23:11:35.000Z,True,Gary looking good here,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1891852185714966528/yRFeKjRE_bigger.jpg,https://x.com/garycomebacknow/status/1916268953049202979,tweet_id:1916268953049202979,gary looking good here,"['gary', 'looking', 'good']"
soom,@cnsoom,2025-04-26T23:11:34.000Z,True,"The First pumpfun EVER 

found on the bitcoin forums in 2017.

wont be this low for long. 

8CZtx6PCAtdemEJvp48ify2fkZLWeyLEXAkQuqMHpump",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1915567478870335491/ZDcD6fVd_bigger.jpg,https://x.com/cnsoom/status/1916268949001671147,tweet_id:1916268949001671147,"the first pumpfun ever 

found on the bitcoin forums in 

wont be this low for long 

cztxpcatdemejvpifyfkzlweylexakquqmhpump","['first', 'pumpfun', 'ever', 'found', 'bitcoin', 'forums', 'wont', 'low', 'long', 'cztxpcatdemejvpifyfkzlweylexakquqmhpump']"
BitcoinMendocino,@BitcoinMendo,2025-04-26T23:11:33.000Z,False,"I’m outraged.

I’m also outraged that if you gift someone your fiat or bitcoin the gift is taxed after a certain amount.",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1464493134713290754/a1lCX94__bigger.jpg,https://x.com/BitcoinMendo/status/1916268942668271777,tweet_id:1916268942668271777,"im outraged

im also outraged that if you gift someone your fiat or bitcoin the gift is taxed after a certain amount","['im', 'outraged', 'im', 'also', 'outraged', 'gift', 'someone', 'fiat', 'bitcoin', 'gift', 'taxed', 'certain', 'amount']"
EzDean Fassassi,@ezdeanfassassi,2025-04-26T23:11:32.000Z,False,Altcoins: Tiny Dip... Then  LIFTOFF?! (Big Surprise Inside -- Watch Unt... https://youtu.be/-6D1pE-zHGs?si=4URdwelTw_YIBzqM…#Bitcoin #Altcoins #Crypto,0,0,0,1,"['#Bitcoin', '#Altcoins', '#Crypto']",[],['\\U0001f680'],https://pbs.twimg.com/profile_images/1553012174716653571/sTTGBCF4_bigger.jpg,https://x.com/ezdeanfassassi/status/1916268941774561671,tweet_id:1916268941774561671,altcoins tiny dip then  liftoff big surprise inside  watch unt  altcoins crypto,"['altcoins', 'tiny', 'dip', 'liftoff', 'big', 'surprise', 'inside', 'watch', 'unt', 'altcoins', 'crypto']"
99Bitcoin,@99bitcoin,2025-04-26T23:11:32.000Z,True,#Doginme coded,0,0,0,0,['#Doginme'],[],[],https://pbs.twimg.com/profile_images/1896131622417682432/An9Z5CTI_bigger.jpg,https://x.com/99bitcoin/status/1916268938012545368,tweet_id:1916268938012545368,doginme coded,"['doginme', 'coded']"
Bring back Gary,@garycomebacknow,2025-04-26T23:11:30.000Z,True,Gary looking good here,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1891852185714966528/yRFeKjRE_bigger.jpg,https://x.com/garycomebacknow/status/1916268932731994286,tweet_id:1916268932731994286,gary looking good here,"['gary', 'looking', 'good']"
bitcoin di coin,@bitcoindicoin,2025-04-26T23:11:28.000Z,False,"hala imamoğlu diyo bşkan diyo oğlum anlayın ya adam bi hırsız hem de katıksız, adam mütayit mütayit heryeri haraca bağlamışlar daha bitmedi çok fazla görüntü ve bilgi var elde siz devleti aptal mı sandınız ya",0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1438109916288491521/iv6FtbTe_bigger.jpg,https://x.com/bitcoindicoin/status/1916268921746850132,tweet_id:1916268921746850132,hala imamolu diyo bkan diyo olum anlayn ya adam bi hrsz hem de katksz adam mtayit mtayit heryeri haraca balamlar daha bitmedi ok fazla grnt ve bilgi var elde siz devleti aptal m sandnz ya,"['hala', 'imamolu', 'diyo', 'bkan', 'diyo', 'olum', 'anlayn', 'ya', 'adam', 'bi', 'hrsz', 'hem', 'de', 'katksz', 'adam', 'mtayit', 'mtayit', 'heryeri', 'haraca', 'balamlar', 'daha', 'bitmedi', 'ok', 'fazla', 'grnt', 'bilgi', 'var', 'elde', 'siz', 'devleti', 'aptal', 'sandnz', 'ya']"
Sui Sauske,@ElrondNFT_BJ7,2025-04-26T23:11:27.000Z,True,Bitcoin is Revolution ,0,0,0,0,[],[],['\\U0001f4aa'],https://pbs.twimg.com/profile_images/1501194850158678019/u933UqIr_bigger.jpg,https://x.com/ElrondNFT_BJ7/status/1916268918421000496,tweet_id:1916268918421000496,bitcoin is revolution ,"['bitcoin', 'revolution']"
AI 42 IQ,@AI42IQ,2025-04-26T23:11:25.000Z,True,"""Total Spot Bitcoin ETF AUM skyrocketed to $114.26b, marking a 23.7% increase from the recent low on 4/8/2025.""",0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1770845395758792704/4a1IXLAl_bigger.jpg,https://x.com/AI42IQ/status/1916268910782881866,tweet_id:1916268910782881866,total spot bitcoin etf aum skyrocketed to b marking a  increase from the recent low on ,"['total', 'spot', 'bitcoin', 'etf', 'aum', 'skyrocketed', 'marking', 'increase', 'recent', 'low']"
DSNBF,@dsnbf55627,2025-04-26T23:11:25.000Z,False,"What gives the biggest bank in Australia the right to Dictate to people how much Bitcoin / Crypto we are allowed to spend buying Crypto a year , Its our money. Its your money. Its not there Money, I repeat Its your Money.",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1912733128772448257/e42tYDfC_bigger.jpg,https://x.com/dsnbf55627/status/1916268909600346452,tweet_id:1916268909600346452,what gives the biggest bank in australia the right to dictate to people how much bitcoin  crypto we are allowed to spend buying crypto a year  its our money its your money its not there money i repeat its your money,"['gives', 'biggest', 'bank', 'australia', 'right', 'dictate', 'people', 'much', 'bitcoin', 'crypto', 'allowed', 'spend', 'buying', 'crypto', 'year', 'money', 'money', 'money', 'repeat', 'money']"
Bring back Gary,@garycomebacknow,2025-04-26T23:11:23.000Z,True,Gary looking good here,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1891852185714966528/yRFeKjRE_bigger.jpg,https://x.com/garycomebacknow/status/1916268903908708756,tweet_id:1916268903908708756,gary looking good here,"['gary', 'looking', 'good']"
Wallaby - Take the Ł -,@DylanGoodsie,2025-04-26T23:11:22.000Z,False,The bitcoin strategic reserve hasn't passed? ,0,0,0,0,[],[],['\\U0001f914'],https://pbs.twimg.com/profile_images/1885057255365894144/FfmcFH4W_bigger.jpg,https://x.com/DylanGoodsie/status/1916268898770686425,tweet_id:1916268898770686425,the bitcoin strategic reserve hasnt passed ,"['bitcoin', 'strategic', 'reserve', 'hasnt', 'passed']"
Elva Merte,@AdrianaHic61161,2025-04-26T23:11:21.000Z,False,"Everyone wants Bitcoin at a discount, but when funding rates tell you the hype is dead, nobody has the courage to buy.",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1902421885154930688/76vXvv_o_bigger.jpg,https://x.com/AdrianaHic61161/status/1916268892483158188,tweet_id:1916268892483158188,everyone wants bitcoin at a discount but when funding rates tell you the hype is dead nobody has the courage to buy,"['everyone', 'wants', 'bitcoin', 'discount', 'funding', 'rates', 'tell', 'hype', 'dead', 'nobody', 'courage', 'buy']"
₿ Raider,@BitcoinRaider,2025-04-26T23:11:19.000Z,True,your robot cars are so old!!! get a manly  !!!,0,0,0,7,[],['@slateauto'],[],https://pbs.twimg.com/profile_images/1915970581943427072/HKHWz0Si_bigger.jpg,https://x.com/BitcoinRaider/status/1916268885940097067,tweet_id:1916268885940097067,your robot cars are so old get a manly  ,"['robot', 'cars', 'old', 'get', 'manly']"
Shine夏音,@QShine888,2025-04-26T23:11:18.000Z,False,"Just used Bitcoin Thunderbolt — unreal.

2.657s. 271x speed over 99.63% of Bitcoin history.

Big credit to  for making this real.

Your turn ",0,0,0,1,[],['@nubit_org'],['\\U0001f449'],https://pbs.twimg.com/profile_images/1898608904931799040/m0FktGZn_bigger.jpg,https://x.com/QShine888/status/1916268881003655209,tweet_id:1916268881003655209,"just used bitcoin thunderbolt  unreal

s x speed over  of bitcoin history

big credit to  for making this real

your turn ","['used', 'bitcoin', 'thunderbolt', 'unreal', 'speed', 'bitcoin', 'history', 'big', 'credit', 'making', 'real', 'turn']"
Bring back Gary,@garycomebacknow,2025-04-26T23:11:17.000Z,True,Gary looking good here,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1891852185714966528/yRFeKjRE_bigger.jpg,https://x.com/garycomebacknow/status/1916268878742876280,tweet_id:1916268878742876280,gary looking good here,"['gary', 'looking', 'good']"
CryptoCrayfish,@crayfish_crypto,2025-04-26T23:11:16.000Z,False,They have continually made the same mistake with Bitcoin! Embarrassing really,0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1731576871887024128/KT_a61pQ_bigger.jpg,https://x.com/crayfish_crypto/status/1916268873948795055,tweet_id:1916268873948795055,they have continually made the same mistake with bitcoin embarrassing really,"['continually', 'made', 'mistake', 'bitcoin', 'embarrassing', 'really']"
Longca,@longcacrypto,2025-04-26T23:11:15.000Z,True," Ordinal Tamarins is Bitcoin Ordinals NFT collection featuring 4444 uniquely designed Tamarin monkeys, forever inscribed to the Bitcoin blockchain.

Free mint starts April 29 on !",0,0,0,2,[],"['@ordinaltamarin', '@MEonBTC']",['\\U0001f412'],https://pbs.twimg.com/profile_images/1719510794717765632/lyi1YLJu_bigger.jpg,https://x.com/longcacrypto/status/1916268869506982379,tweet_id:1916268869506982379," ordinal tamarins is bitcoin ordinals nft collection featuring  uniquely designed tamarin monkeys forever inscribed to the bitcoin blockchain

free mint starts april  on ","['ordinal', 'tamarins', 'bitcoin', 'ordinals', 'nft', 'collection', 'featuring', 'uniquely', 'designed', 'tamarin', 'monkeys', 'forever', 'inscribed', 'bitcoin', 'blockchain', 'free', 'mint', 'starts', 'april']"
Mr Coin,@Mr_Coin16,2025-04-26T23:11:13.000Z,False,"A linha Branca é a base monetária global (M2) e a laranja é o preço do Bitcoin.

Claramente o M2 antecipa o movimento do Bitcoin isso me deixa extremamente Bulish.",0,0,0,0,[],[],[],https://pbs.twimg.com/profile_images/1894478099728781312/-3_L4Sh3_bigger.jpg,https://x.com/Mr_Coin16/status/1916268861512417345,tweet_id:1916268861512417345,"a linha branca  a base monetria global m e a laranja  o preo do bitcoin

claramente o m antecipa o movimento do bitcoin isso me deixa extremamente bulish","['linha', 'branca', 'base', 'monetria', 'global', 'laranja', 'preo', 'bitcoin', 'claramente', 'antecipa', 'movimento', 'bitcoin', 'isso', 'deixa', 'extremamente', 'bulish']"
たーさん＠Web3時代の現場測量男,@tarsan8888,2025-04-26T23:11:12.000Z,False," ビットコインETFが過去最高の取引高！機関投資家が本気モード これでBTCはどこまで行く？
 #Bitcoin  #Web3」",0,0,0,1,"['#Bitcoin', '#Web3']",[],"['\\U0001f680', '\\U0001f525']",https://pbs.twimg.com/profile_images/1876631758671855616/dU6c54le_bigger.jpg,https://x.com/tarsan8888/status/1916268858098520237,tweet_id:1916268858098520237," etf btc
 bitcoin  web","['etf', 'btc', 'bitcoin', 'web']"
Bring back Gary,@garycomebacknow,2025-04-26T23:11:11.000Z,True,Gary looking good here,0,0,0,1,[],[],[],https://pbs.twimg.com/profile_images/1891852185714966528/yRFeKjRE_bigger.jpg,https://x.com/garycomebacknow/status/1916268852968886693,tweet_id:1916268852968886693,gary looking good here,"['gary', 'looking', 'good']"
Wendy O,@CryptoWendyO,2025-04-26T23:11:09.000Z,True,"Bitcoin is a finite asset. 

Supply is running out. 

Corporations and governments globally are raising unlimited cash to buy bitcoin. 

What do you think happens next?",0,0,0,76,[],[],[],https://pbs.twimg.com/profile_images/1755320890378903552/aCNLX_em_bigger.jpg,https://x.com/CryptoWendyO/status/1916268844529971243,tweet_id:1916268844529971243,"bitcoin is a finite asset 

supply is running out 

corporations and governments globally are raising unlimited cash to buy bitcoin 

what do you think happens next","['bitcoin', 'finite', 'asset', 'supply', 'running', 'corporations', 'governments', 'globally', 'raising', 'unlimited', 'cash', 'buy', 'bitcoin', 'think', 'happens', 'next']"
MR RAMMFIT,@iamrammfit,2025-04-26T23:11:09.000Z,True,"If an entity is in rebellion, it is dismantled or reshaped.
Lawlessness cannot anchor financial power in a new Order of the Ages.
Anything that stays in lawlessness will eventually be crushed under cosmic law — it's inevitable.Bitcoin won't be destroyed immediately.
It will be",0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1807359847824003072/gh_P5oC7_bigger.jpg,https://x.com/iamrammfit/status/1916268844211204553,tweet_id:1916268844211204553,"if an entity is in rebellion it is dismantled or reshaped
lawlessness cannot anchor financial power in a new order of the ages
anything that stays in lawlessness will eventually be crushed under cosmic law  its inevitablebitcoin wont be destroyed immediately
it will be","['entity', 'rebellion', 'dismantled', 'reshaped', 'lawlessness', 'anchor', 'financial', 'power', 'new', 'order', 'ages', 'anything', 'stays', 'lawlessness', 'eventually', 'crushed', 'cosmic', 'law', 'inevitablebitcoin', 'wont', 'destroyed', 'immediately']"
Liz Mejia,@Lizmej12,2025-04-26T23:11:09.000Z,True,I thought I was doing something with the one I got. I need more ,0,0,0,4,[],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/1907822787151990785/ymEA4_pL_bigger.jpg,https://x.com/Lizmej12/status/1916268843636338774,tweet_id:1916268843636338774,i thought i was doing something with the one i got i need more ,"['thought', 'something', 'one', 'got', 'need']"
RDH,@HazelwoodR63889,2025-04-26T23:11:08.000Z,True,"Even Sophie Rain knows Buttcoin is going to Buttrillions …. 

Nice asset Sophie….. @ButtcoinTNB ",0,0,0,2,[],[],['\\U0001f609'],https://pbs.twimg.com/profile_images/1910481438798954496/5dP54K3W_bigger.jpg,https://x.com/HazelwoodR63889/status/1916268840171823225,tweet_id:1916268840171823225,"even sophie rain knows buttcoin is going to buttrillions  

nice asset sophie  ","['even', 'sophie', 'rain', 'knows', 'buttcoin', 'going', 'buttrillions', 'nice', 'asset', 'sophie']"
Bring back Gary,@garycomebacknow,2025-04-26T23:11:05.000Z,True,Gary looking good here,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1891852185714966528/yRFeKjRE_bigger.jpg,https://x.com/garycomebacknow/status/1916268827689816486,tweet_id:1916268827689816486,gary looking good here,"['gary', 'looking', 'good']"
crypto ns,@EGaveras,2025-04-26T23:11:02.000Z,False,Bullish time after halving 4/24 is start now,0,0,0,5,[],[],[],https://pbs.twimg.com/profile_images/1848813059025879040/xACW0IsU_bigger.png,https://x.com/EGaveras/status/1916268812141285874,tweet_id:1916268812141285874,bullish time after halving  is start now,"['bullish', 'time', 'halving', 'start']"
Mustard,@Mustaarrd,2025-04-26T23:11:01.000Z,True,"All you need is Bitcoin, $SOL, and $ETH. ",0,0,0,2,[],[],['\\U0001f680'],https://pbs.twimg.com/profile_images/1912650584487858176/ZACBHdPi_bigger.jpg,https://x.com/Mustaarrd/status/1916268811096883245,tweet_id:1916268811096883245,all you need is bitcoin sol and eth ,"['need', 'bitcoin', 'sol', 'eth']"
Bring back Gary,@garycomebacknow,2025-04-26T23:11:00.000Z,True,Gary looking good here,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1891852185714966528/yRFeKjRE_bigger.jpg,https://x.com/garycomebacknow/status/1916268804952461442,tweet_id:1916268804952461442,gary looking good here,"['gary', 'looking', 'good']"
"Charlene Fadirepo,The Bitcoin Strategist",@CharFadirepo,2025-04-26T23:10:56.000Z,True,"Places combles à , la première conférence #Bitcoin conçue pour l'#Afrique francophone !

Félicitations à l'organisateur de la conférence  pour son excellent travail !

C'est parti ! ",0,0,0,10,"['#Bitcoin', '#Afrique']","['@btcafriquefr', '@BitcoinSophist']","['\\U0001f525', '\\U0001f525', '\\U0001f525', '\\U0001f525', '\\U0001f9e1', '\\U0001f9e1', '\\U0001f9e1', '\\U0001f9e1']",https://pbs.twimg.com/profile_images/1603713364697485313/B8kbKfme_bigger.jpg,https://x.com/CharFadirepo/status/1916268789114802212,tweet_id:1916268789114802212,"places combles   la premire confrence bitcoin conue pour lafrique francophone 

flicitations  lorganisateur de la confrence  pour son excellent travail 

cest parti  ","['places', 'combles', 'la', 'premire', 'confrence', 'bitcoin', 'conue', 'pour', 'lafrique', 'francophone', 'flicitations', 'lorganisateur', 'de', 'la', 'confrence', 'pour', 'son', 'excellent', 'travail', 'cest', 'parti']"
cole gatchell,@bboygaf,2025-04-26T23:10:54.000Z,False,"You wouldnt want to live in a world that would create the conditions for bitcoin to get to $1M by year end. Mad Max type shit. If you don’t understand that, then you don’t understand Bitcoin.",0,0,0,4,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/bboygaf/status/1916268782076760440,tweet_id:1916268782076760440,you wouldnt want to live in a world that would create the conditions for bitcoin to get to m by year end mad max type shit if you dont understand that then you dont understand bitcoin,"['wouldnt', 'want', 'live', 'world', 'would', 'create', 'conditions', 'bitcoin', 'get', 'year', 'end', 'mad', 'max', 'type', 'shit', 'dont', 'understand', 'dont', 'understand', 'bitcoin']"
Bitcoin Thanos,@BitcoinThanos,2025-04-26T23:10:54.000Z,True,The end. ,0,0,0,3,[],[],['\\U0001f440'],https://pbs.twimg.com/profile_images/1883165604846145536/P8gPWG7U_bigger.jpg,https://x.com/BitcoinThanos/status/1916268781736706542,tweet_id:1916268781736706542,the end ,['end']
Bring back Gary,@garycomebacknow,2025-04-26T23:10:54.000Z,True,Gary looking good here,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1891852185714966528/yRFeKjRE_bigger.jpg,https://x.com/garycomebacknow/status/1916268781565055215,tweet_id:1916268781565055215,gary looking good here,"['gary', 'looking', 'good']"
Bring back Gary,@garycomebacknow,2025-04-26T23:10:50.000Z,True,Gary looking good here,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1891852185714966528/yRFeKjRE_bigger.jpg,https://x.com/garycomebacknow/status/1916268762858488133,tweet_id:1916268762858488133,gary looking good here,"['gary', 'looking', 'good']"
LeonaSantana,@leonasantana90,2025-04-26T23:10:48.000Z,False,"Bitcoin acima de US$ 93k (em 24/04), sugerindo fim do bear market de 52 dias (mínima US$ 74.4k). Apesar de possível desacoplamento do mercado de ações, traders profissionais mantêm cautela nos futuros e margem. Atividade de devs do #BTC ainda preocupa. #Bitcoin #Cripto",0,0,0,9,"['#BTC', '#Bitcoin', '#Cripto']",[],[],https://pbs.twimg.com/profile_images/1019021803895820288/Ljf1eTXO_bigger.jpg,https://x.com/leonasantana90/status/1916268757300793540,tweet_id:1916268757300793540,bitcoin acima de us k em  sugerindo fim do bear market de  dias mnima us k apesar de possvel desacoplamento do mercado de aes traders profissionais mantm cautela nos futuros e margem atividade de devs do btc ainda preocupa bitcoin cripto,"['bitcoin', 'acima', 'de', 'us', 'em', 'sugerindo', 'fim', 'bear', 'market', 'de', 'dias', 'mnima', 'us', 'apesar', 'de', 'possvel', 'desacoplamento', 'mercado', 'de', 'aes', 'traders', 'profissionais', 'mantm', 'cautela', 'nos', 'futuros', 'margem', 'atividade', 'de', 'devs', 'btc', 'ainda', 'preocupa', 'bitcoin', 'cripto']"
CryptoMetric,@CryptoMetric,2025-04-26T23:10:48.000Z,False,"Negative funding rates on Binance Futures could be the calm before Bitcoin's storm to new highs. The market's poised for a breakout!

Source: https://x.com/cryptoquant_com /status/1916137188053684671",0,0,0,10,[],[],[],https://pbs.twimg.com/profile_images/1900588810347438080/9UhAbV35_bigger.jpg,https://x.com/CryptoMetric/status/1916268754104946969,tweet_id:1916268754104946969,"negative funding rates on binance futures could be the calm before bitcoins storm to new highs the markets poised for a breakout

source  status","['negative', 'funding', 'rates', 'binance', 'futures', 'could', 'calm', 'bitcoins', 'storm', 'new', 'highs', 'markets', 'poised', 'breakout', 'source', 'status']"
Austin ~ Crypto Scams Solution,@ScamsSolution,2025-04-26T23:10:44.000Z,False,"If you’ve lost funds, consider recovery options through a trusted service for assistance with #USDT, #Bitcoin, or other assets.#CryptoRecovery #CryptoScam #USDT #Bitcoin #Sonardex #dilobit #binanzor #genemybit #paypox #elocoin #Geradex #bydbits",0,0,0,9,"['#USDT', '#Bitcoin', '#CryptoRecovery', '#CryptoScam', '#USDT', '#Bitcoin', '#Sonardex', '#dilobit', '#binanzor', '#genemybit', '#paypox', '#elocoin', '#Geradex', '#bydbits']",[],[],https://pbs.twimg.com/profile_images/1894280313498370048/Ai3MrZI9_bigger.jpg,https://x.com/ScamsSolution/status/1916268737038098861,tweet_id:1916268737038098861,if youve lost funds consider recovery options through a trusted service for assistance with usdt bitcoin or other assetscryptorecovery cryptoscam usdt bitcoin sonardex dilobit binanzor genemybit paypox elocoin geradex bydbits,"['youve', 'lost', 'funds', 'consider', 'recovery', 'options', 'trusted', 'service', 'assistance', 'usdt', 'bitcoin', 'assetscryptorecovery', 'cryptoscam', 'usdt', 'bitcoin', 'sonardex', 'dilobit', 'binanzor', 'genemybit', 'paypox', 'elocoin', 'geradex', 'bydbits']"
