keyword,frequency,correlation,max_count,avg_count
“ crypto capital,4,0.5724494072662114,2,1.3333333333333333
moonshot,4,0.4143603354076266,2,1.3333333333333333
proshares,4,0.9944198730801177,2,1.3333333333333333
lookonchain,4,0.9742867339803797,2,1.3333333333333333
aum,4,-0.98346657003028,2,1.3333333333333333
ericbot—your,4,-0.854695778172762,2,1.3333333333333333
access,4,,1,1.0
enough,4,,1,1.0
’ ll,4,,1,1.0
crash,4,,1,1.0
death,4,0.5330652334382434,2,1.3333333333333333
market participants,4,,1,1.0
bitcoin poised,4,0.35412202736749665,2,1.3333333333333333
shift,4,,1,1.0
fidelity,4,-0.9995577423212211,2,1.3333333333333333
’ s rally,4,,1,1.0
presale,4,,1,1.0
gamestop,4,,1,1.0
market sentiment,4,,1,1.0
’ s trade war,4,,1,1.0
investment company,4,0.5362085350987755,2,1.3333333333333333
energy,4,,1,1.0
’ s head,4,,1,1.0
bitcoin asics,4,,1,1.0
human readers,4,,1,1.0
benzinga,4,,1,1.0
twitter,4,,1,1.0
two-month high,4,,1,1.0
bottom,4,,1,1.0
notably,4,,1,1.0
bitco…,4,,1,1.0
holdings,4,,1,1.0
us government,4,-0.9882726435454628,2,1.3333333333333333
offer,4,,1,1.0
justin sun,4,,1,1.0
geopolitical tensions,4,,1,1.0
satoshi,4,,1,1.0
breaking,4,,1,1.0
long term,4,,1,1.0
weekly wrap-up,4,,1,1.0
singapore,4,,1,1.0
rise,4,,1,1.0
targets,4,,1,1.0
run,4,,1,1.0
rekt capital,4,,1,1.0
” demandin ’,4,,1,1.0
resistance zone,4,,1,1.0
fed chair jerome powell,4,-0.2804888313268813,2,1.3333333333333333
bitcoin-focused,4,0.2608810824014076,2,1.3333333333333333
tariff uncertainty,4,,1,1.0
sydney,4,,1,1.0
all-time,4,,1,1.0
deals,4,,1,1.0
cryptocurrency tech development,4,,1,1.0
sharp decline,4,,1,1.0
recent history,4,,1,1.0
crypto space,4,,1,1.0
major milestone,4,,1,1.0
raoul pal,4,0.9998536889317338,2,1.3333333333333333
spot positions,4,,1,1.0
forward guidance,4,,1,1.0
really,4,,1,1.0
preview,4,,1,1.0
democrat,4,,1,1.0
crypto advocates,4,,1,1.0
liberation,4,,1,1.0
italy,4,-0.003783895379720923,2,1.3333333333333333
asset,4,,1,1.0
wall street journal,4,0.997707044981402,2,1.3333333333333333
keep,4,,1,1.0
jan.,4,,1,1.0
us-based,4,,1,1.0
bullish prediction,4,,1,1.0
vote,4,0.5103477607625571,2,1.3333333333333333
jude,4,,1,1.0
drml miner,4,-0.8870576947877344,2,1.3333333333333333
bullish reversal,4,,1,1.0
institutional interest,4,,1,1.0
ether etf,4,-0.26299303504317795,2,1.3333333333333333
nfts,4,,1,1.0
telegram,4,,1,1.0
mexico,4,,1,1.0
weekly inflows,4,,1,1.0
base,4,0.49005356078048523,2,1.3333333333333333
wants,4,,1,1.0
peter schiff,4,,1,1.0
week 's,4,0.5093965486201502,2,1.3333333333333333
new strategy session,4,,1,1.0
bull,4,,1,1.0
reserve bill,4,,1,1.0
opportunity,4,,1,1.0
built,4,,1,1.0
important stories,4,,1,1.0
treasury strategy,4,,1,1.0
btc/usd,4,,1,1.0
lawmakers,4,,1,1.0
matthew sigel,3,,1,1.0
buffett,3,,1,1.0
miami,3,,1,1.0
founder,3,,1,1.0
weigh,3,,1,1.0
amsterdam,3,,1,1.0
michigan,3,,1,1.0
btc etf,3,,1,1.0
academic institution,3,,1,1.0
bull cycle,3,,1,1.0
ain ’ t,3,,1,1.0
squawk,3,,1,1.0
altcoin market,3,,1,1.0
information,3,,1,1.0
michael saylor buys,3,,1,1.0
’ s tariff pause,3,,1,1.0
protocol reporter,3,,1,1.0
meme cryptocurrency,3,,1,1.0
million doge,3,,1,1.0
massive,3,,1,1.0
macroeconomic conditions,3,,1,1.0
public companies,3,,1,1.0
’ s native,3,,1,1.0
cvss,3,,1,1.0
latest,3,,1,1.0
market cycle,3,,1,1.0
bull run,3,,1,1.0
cuts,3,,1,1.0
likely,3,,1,1.0
magnificent,3,,1,1.0
xploradex presale enters final,3,,1,1.0
customs,3,,1,1.0
currently,3,,1,1.0
current state,3,,1,1.0
trumps,3,,1,1.0
major player,3,,1,1.0
crypto firms,3,,1,1.0
leverage,3,,1,1.0
treasury ’ s,3,,1,1.0
maga,3,,1,1.0
market ’ s,3,,1,1.0
bring,3,,1,1.0
market trends,3,,1,1.0
margaux nijkerk,3,,1,1.0
avax,3,,1,1.0
market analyst,3,,1,1.0
aiming,3,,1,1.0
's price,3,,1,1.0
altcoin sherpa,3,,1,1.0
bit…,3,,1,1.0
losses,3,,1,1.0
’ s announcement,3,,1,1.0
’ s breakout,3,,1,1.0
online scams,3,,1,1.0
forecast,3,,1,1.0
% gain,3,,1,1.0
leo,3,,1,1.0
malware,3,,1,1.0
liquidity,3,,1,1.0
price increase,3,,1,1.0
index fund protocol,3,,1,1.0
crypto products,3,,1,1.0
analytics firm,3,,1,1.0
’ s ishares,3,,1,1.0
abc,3,,1,1.0
levels,3,,1,1.0
legal,3,,1,1.0
crypto traders,3,,1,1.0
brazilian,3,,1,1.0
making,3,,1,1.0
crypto trader,3,,1,1.0
crypto tokens,3,,1,1.0
alabama,3,,1,1.0
balance sheets,3,,1,1.0
cybersecurity,3,,1,1.0
strategic reserve,3,,1,1.0
rndr,3,,1,1.0
past year,3,,1,1.0
generate short-term profits,3,,1,1.0
general crypto market,3,,1,1.0
past day,3,,1,1.0
kim,3,,1,1.0
token allocation,3,,1,1.0
street ’ s,3,,1,1.0
publicly,3,,1,1.0
firm ’ s,3,,1,1.0
schiff,3,,1,1.0
recently,3,,1,1.0
sbr,3,,1,1.0
dogecoin whales buy,3,,1,1.0
bearish trend,3,,1,1.0
set,3,,1,1.0
cycle,3,,1,1.0
predicts,3,,1,1.0
david sacks,3,,1,1.0
investor demand,3,,1,1.0
crypto biz,3,,1,1.0
state treasurer,3,,1,1.0
james seyffart,3,,1,1.0
bitcoin eyes,3,,1,1.0
federal election,3,,1,1.0
todd blanche,3,,1,1.0
hold bitcoin,3,,1,1.0
potential surge,3,,1,1.0
timothy peterson,3,,1,1.0
taxes,3,,1,1.0
core,3,,1,1.0
capital inflows,3,,1,1.0
regulators,3,,1,1.0
drop,3,,1,1.0
reclaiming,3,,1,1.0
avax bitcoin,3,,1,1.0
new analysis,3,,1,1.0
doesn ’ t,3,,1,1.0
recent post,3,,1,1.0
us…,3,,1,1.0
barron,3,,1,1.0
recent report,3,,1,1.0
enjoy,3,,1,1.0
record $,3,,1,1.0
satoshi nakamoto,3,,1,1.0
resistance levels,3,,1,1.0
large,3,,1,1.0
email box,3,,1,1.0
rich miner,3,,1,1.0
banking,3,,1,1.0
join,3,,1,1.0
ecb,3,,1,1.0
security affairs malware newsletter round,3,,1,1.0
security articles,3,,1,1.0
recent acquisition,3,,1,1.0
dinner,3,,1,1.0
fail,3,,1,1.0
digital assets research,3,,1,1.0
san francisco,3,,1,1.0
ever,3,,1,1.0
rwas,3,,1,1.0
bets,3,,1,1.0
key players,3,,1,1.0
betting,3,,1,1.0
key factor,3,,1,1.0
vice president,3,,1,1.0
bearish sentiment,3,,1,1.0
bitcoin holdings,3,,1,1.0
upgrade,3,,1,1.0
galaxy,3,,1,1.0
coinshares crypto,3,,1,1.0
daily chart,3,,1,1.0
bullish sentiment,3,,1,1.0
start,3,,1,1.0
tensions,3,,1,1.0
international landscape,3,,1,1.0
international edition,3,,1,1.0
cointelegraph.com,3,,1,1.0
newsletter round,3,,1,1.0
us equities,3,,1,1.0
pump.fun,3,,1,1.0
final countdown,3,,1,1.0
high volatility,3,,1,1.0
dave,3,,1,1.0
support level,3,,1,1.0
seychelles,3,,1,1.0
cryptos,3,,1,1.0
international press,3,,1,1.0
trump says,3,,1,1.0
blog post,3,,1,1.0
bitcoin primed,3,,1,1.0
u.s. sec,3,,1,1.0
deputy attorney,3,,1,1.0
dems,3,,1,1.0
on-chain,3,,1,1.0
bitcoin-fueled,3,,1,1.0
cryptocurrency regulation,3,,1,1.0
cryptocurrency payments,3,,1,1.0
eric balchunas,3,,1,1.0
trump tariffs,3,,1,1.0
institutions,3,,1,1.0
typescript,3,,1,1.0
think,3,,1,1.0
investment firm,3,,1,1.0
critical test,3,,1,1.0
global head,3,,1,1.0
cloud,3,,1,1.0
raise,3,,1,1.0
changpeng,3,,1,1.0
pivotal level,3,,1,1.0
bullish signals,3,,1,1.0
global markets,3,,1,1.0
new role,3,,1,1.0
global trade war,3,,1,1.0
critical $,3,,1,1.0
critical juncture,3,,1,1.0
critical level,3,,1,1.0
critical levels,3,,1,1.0
bitcoin long-term,3,,1,1.0
game,3,,1,1.0
short positions,3,,1,1.0
head,3,,1,1.0
new york,3,,1,1.0
pivotal moment,3,,1,1.0
pierluigi paganini,3,,1,1.0
new video update,3,,1,1.0
personal data,3,,1,1.0
understanding,3,,1,1.0
tariff wars,3,,1,1.0
chief investment officer,3,,1,1.0
fet,3,,1,1.0
php,3,,1,1.0
shoulders,3,,1,1.0
chair,3,,1,1.0
sets,3,,1,1.0
tao,3,,1,1.0
confirms,3,,1,1.0
las vegas,3,,1,1.0
