S.No,timestamp,price_usd
666,2025-04-20 22:09:15.301650,87302
667,2025-04-20 22:09:25.380455,87302
668,2025-04-20 22:09:35.467829,87302
669,2025-04-20 22:09:45.561967,87302
670,2025-04-20 22:10:56.076651,87300
671,2025-04-20 22:11:06.157264,87300
672,2025-04-20 22:11:16.266516,87265
673,2025-04-20 22:11:26.347693,87265
674,2025-04-20 22:11:36.414870,87265
675,2025-04-20 22:11:46.488157,87265
676,2025-04-20 22:12:56.979760,87263
677,2025-04-20 22:13:07.053960,87263
678,2025-04-20 22:13:17.148916,87251
679,2025-04-20 22:13:27.245730,87251
680,2025-04-20 22:13:37.332249,87251
681,2025-04-20 22:13:47.410925,87251
682,2025-04-20 22:14:57.877213,87248
683,2025-04-20 22:15:07.946432,87248
684,2025-04-20 22:15:18.007709,87242
685,2025-04-20 22:15:28.074638,87242
686,2025-04-20 22:15:38.183541,87242
687,2025-04-20 22:15:48.268845,87242
688,2025-04-20 22:16:58.724353,87239
689,2025-04-20 22:17:08.801127,87239
690,2025-04-20 22:17:18.886412,87262
691,2025-04-20 22:17:28.974456,87262
692,2025-04-20 22:17:39.052492,87262
693,2025-04-20 22:17:49.138810,87262
694,2025-04-20 22:18:59.653152,87272
695,2025-04-20 22:19:09.767574,87272
696,2025-04-20 22:19:19.847434,87272
697,2025-04-20 22:19:29.912841,87267
698,2025-04-20 22:19:39.981714,87267
699,2025-04-20 22:19:50.075665,87267
700,2025-04-20 22:20:00.148711,87267
701,2025-04-20 22:21:10.568096,87288
702,2025-04-20 22:21:20.652596,87288
703,2025-04-20 22:21:30.733797,87300
704,2025-04-20 22:21:40.828300,87300
705,2025-04-20 22:21:50.903421,87300
706,2025-04-20 22:22:00.972208,87300
707,2025-04-20 22:23:11.488431,87321
708,2025-04-20 22:23:21.563286,87321
709,2025-04-20 22:23:31.653797,87347
710,2025-04-20 22:23:41.735681,87347
711,2025-04-20 22:23:51.813236,87347
712,2025-04-20 22:24:01.895975,87347
713,2025-04-20 22:25:12.369178,87366
714,2025-04-20 22:25:22.439532,87366
715,2025-04-20 22:25:32.517618,87417
716,2025-04-20 22:25:42.604146,87417
717,2025-04-20 22:25:52.676972,87417
718,2025-04-20 22:26:02.757418,87417
719,2025-04-20 22:26:12.824139,87417
720,2025-04-20 22:27:23.286694,87435
721,2025-04-20 22:27:33.374386,87426
722,2025-04-20 22:27:43.463040,87426
723,2025-04-20 22:27:53.551240,87426
724,2025-04-20 22:28:03.621545,87426
725,2025-04-20 22:28:13.702484,87426
726,2025-04-20 22:28:23.783234,87426
727,2025-04-20 22:28:33.851751,87417
728,2025-04-20 22:29:44.292938,87414
729,2025-04-20 22:29:54.354698,87414
730,2025-04-20 22:30:04.445134,87414
731,2025-04-20 22:30:14.523933,87414
732,2025-04-20 22:30:24.611997,87414
733,2025-04-20 22:30:34.674151,87401
734,2025-04-20 22:30:44.760386,87401
735,2025-04-20 22:31:55.189000,87392
736,2025-04-20 22:32:05.260345,87392
737,2025-04-20 22:32:15.344933,87392
738,2025-04-20 22:32:25.408106,87392
739,2025-04-20 22:32:35.502791,87392
740,2025-04-20 22:32:45.580490,87391
741,2025-04-20 22:33:56.024582,87399
742,2025-04-20 22:34:06.105985,87399
743,2025-04-20 22:34:16.267295,87399
744,2025-04-20 22:34:26.362376,87399
745,2025-04-20 22:34:36.428042,87399
746,2025-04-20 22:34:46.489406,87394
747,2025-04-20 22:35:57.062724,87378
748,2025-04-20 22:36:07.198647,87378
749,2025-04-20 22:36:45.575634,87369
750,2025-04-20 22:36:55.660401,87369
751,2025-04-20 22:37:05.968084,87369
752,2025-04-20 22:37:16.054688,87369
753,2025-04-20 22:37:26.133874,87369
754,2025-04-20 22:52:34.275171,87238
755,2025-04-20 22:52:44.340395,87238
756,2025-04-20 22:52:54.406833,87238
757,2025-04-20 22:53:04.502304,87255
758,2025-04-20 22:53:14.575470,87255
759,2025-04-20 23:08:22.735150,87465
760,2025-04-20 23:08:32.802120,87465
761,2025-04-20 23:08:42.884454,87465
762,2025-04-20 23:08:52.969915,87465
763,2025-04-20 23:16:42.224594,87440
764,2025-04-20 23:16:52.536038,87440
765,2025-04-20 23:17:02.674490,87440
766,2025-04-20 23:17:12.748945,87440
767,2025-04-20 23:17:22.847635,87440
768,2025-04-20 23:17:32.918744,87435
769,2025-04-20 23:17:42.981329,87435
770,2025-04-20 23:18:53.451546,87412
771,2025-04-20 23:19:03.533498,87412
772,2025-04-20 23:19:13.596888,87412
773,2025-04-20 23:19:23.662823,87412
774,2025-04-20 23:19:33.724767,87409
775,2025-04-20 23:19:43.796742,87409
776,2025-04-20 23:20:54.262355,87405
777,2025-04-20 23:21:04.351064,87405
778,2025-04-20 23:21:14.432499,87405
779,2025-04-20 23:21:24.509948,87405
780,2025-04-20 23:21:34.582333,87405
781,2025-04-20 23:21:44.655615,87405
782,2025-04-20 23:22:55.108105,87446
783,2025-04-20 23:23:05.183889,87446
784,2025-04-20 23:23:15.259125,87446
785,2025-04-20 23:23:25.325084,87446
786,2025-04-20 23:23:35.400065,87446
787,2025-04-20 23:23:45.509900,87460
788,2025-04-20 23:24:55.981195,87446
789,2025-04-20 23:25:06.053592,87446
790,2025-04-20 23:25:16.129609,87446
791,2025-04-20 23:25:26.206521,87446
